_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
340.3010387;+34.2492192;UGC 12150              ;094.41032;-21.31054; 0.02139; 260.046; 130.023; 87.8;UGC 12150              ;NED;340.30104;+34.24922
305.3761693;+59.7370625;CGCG 304-003           ;094.41139;+12.83116; 0.01844; 185.319;  92.660; 75.7;Z 304-003              ;NED;305.37617;+59.73706
336.9512601;+38.5868726;UGC 12044              ;094.41599;-16.20451; 0.01816; 152.325;  76.163; 74.6;UGC 12044              ;NED;336.95126;+38.58687
337.6381018;+37.8909929;UGC 12061              ;094.49740;-17.08154; 0.01965; 186.887;  93.444; 80.7;UGC 12061              ;NED;337.63810;+37.89099
286.4042711;+63.9340402;NGC 6762               ;094.55394;+22.67019; 0.00975;  50.280;  25.140; 40.0;NGC 6762               ;NED;286.40427;+63.93404
342.5472782;+31.3785383;UGC 12210              ;094.60863;-24.74122; 0.02269; 161.326;  80.663; 93.2;UGC 12210              ;NED;342.54728;+31.37854
213.0949006;+50.3483421;NGC 5520               ;094.76656;+62.12196; 0.00626;  25.958;  12.979; 25.7;NGC 5520               ;NED;213.09490;+50.34834
342.7540415;+31.3749283;UGC 12214              ;094.77581;-24.83143; 0.02205; 344.957; 172.479; 90.5;UGC 12214              ;NED;342.75404;+31.37493
345.5142319;+27.0526803;NGC 7466               ;094.81099;-29.77906; 0.02499; 255.305; 127.652;102.6;NGC 7466               ;NED;345.51423;+27.05268
008.9144954;-20.1253691;ESO 540- G 003         ;094.81690;-82.12110; 0.01098;  42.239;  21.119; 45.1;ESO 540- G 003         ;NED;008.91450;-20.12537
209.0694133;+47.2355373;NGC 5377               ;094.90570;+66.20959; 0.00598; 166.539;  83.269; 24.6;NGC 5377               ;NED;209.06941;+47.23554
341.2663593;+33.9962063;UGC 12179              ;095.01220;-21.93468; 0.02334; 411.245; 205.623; 95.9;UGC 12179              ;NED;341.26636;+33.99621
342.3887903;+32.3674331;CGCG 495-033           ;095.01610;-23.81490; 0.02165; 140.250;  70.125; 88.9;Z 495-033              ;NED;342.38879;+32.36743
336.4743474;+40.3149152;NGC 7282               ;095.07148;-14.55457; 0.01515; 123.314;  61.657; 62.2;NGC 7282               ;NED;336.47435;+40.31492
218.7181708;+54.4756442;NGC 5687               ;095.38778;+56.76806; 0.00706;  77.911;  38.956; 29.0;NGC 5687               ;NED;218.71817;+54.47564
356.2924792;+07.0421573;UGC 12767              ;095.39993;-52.25129; 0.01755; 261.361; 130.681; 72.1;UGC 12767              ;NED;356.29248;+07.04216
337.8357686;+39.3583017;UGC 12064              ;095.45087;-15.92347; 0.01713; 209.799; 104.900; 70.4;UGC 12064              ;NED;337.83577;+39.35830
340.5420387;+35.9275790;MRK 0918               ;095.50652;-19.96760; 0.02420; 172.115;  86.057; 99.4;MRK 0918               ;NED;340.54204;+35.92758
342.3869465;+33.3604276;UGC 12206              ;095.54659;-22.94948; 0.02258; 303.747; 151.874; 92.7;UGC 12206              ;NED;342.38695;+33.36043
338.1389201;+39.2155535;UGC 12073              ;095.57934;-16.16880; 0.01560; 100.709;  50.355; 64.1;UGC 12073              ;NED;338.13892;+39.21555
247.2341930;+64.2068993;UGC 10425              ;095.64876;+39.50333; 0.01983; 139.541;  69.770; 81.4;UGC 10425              ;NED;247.23419;+64.20690
210.7084151;+49.1726220;NGC 5448               ;095.71740;+64.01221; 0.00675; 140.459;  70.230; 27.7;NGC 5448               ;NED;210.70842;+49.17262
333.1254292;+45.3285201;NGC 7231               ;095.86459;-09.02709; 0.00360;   8.461;   4.231; 14.8;NGC 7231               ;NED;333.12543;+45.32852
343.5174439;+32.3734956;UGC 12235              ;095.93166;-24.27278; 0.02226; 165.805;  82.903; 91.4;UGC 12235              ;NED;343.51744;+32.37350
348.6226343;+23.6848737;NGC 7539               ;095.94683;-34.05667; 0.02017; 388.483; 194.241; 82.8;NGC 7539               ;NED;348.62263;+23.68487
339.2340144;+38.5481030;NGC 7330               ;095.97487;-17.18300; 0.01773; 427.966; 213.983; 72.8;NGC 7330               ;NED;339.23401;+38.54810
343.6872801;+32.2136845;MCG +05-54-012         ;095.98636;-24.48175; 0.02119; 133.073;  66.537; 87.0;MCG +05-54-012         ;NED;343.68728;+32.21368
343.7759893;+32.1847328;LSBC F469-01           ;096.04376;-24.54295; 0.02181; 166.716;  83.358; 89.6;LSB F469-01            ;NED;343.77599;+32.18473
343.6063327;+32.4517691;UGC 12242              ;096.04498;-24.23986; 0.02256; 375.442; 187.721; 92.7;UGC 12242              ;NED;343.60633;+32.45177
352.1258368;+17.2778657;CGCG 454-072           ;096.21156;-41.25108; 0.02447; 181.029;  90.515;100.5;Z 454-072              ;NED;352.12584;+17.27787
345.2496647;+30.1449379;NGC 7457               ;096.21783;-26.93584; 0.00271;  27.642;  13.821; 11.1;NGC 7457               ;NED;345.24966;+30.14494
342.2884413;+34.9903208;UGC 12201              ;096.32945;-21.48729; 0.01686; 108.344;  54.172; 69.2;UGC 12201              ;NED;342.28844;+34.99032
001.6185583;-03.7161388;NGC 7832               ;096.34108;-64.24142; 0.02069; 457.535; 228.768; 85.0;NGC 7832               ;NED;001.61856;-03.71614
352.2286839;+17.3096573;NGC 7681               ;096.34790;-41.26326; 0.02285; 688.348; 344.174; 93.8;NGC 7681               ;NED;352.22868;+17.30966
345.0392835;+31.4091117;UGC 12297              ;096.69042;-25.73109; 0.02142; 160.497;  80.249; 88.0;UGC 12297              ;NED;345.03928;+31.40911
211.6717804;+50.7231996;NGC 5481               ;096.77629;+62.41193; 0.00711;  38.834;  19.417; 29.2;NGC 5481               ;NED;211.67178;+50.72320
352.0201073;+18.5311886;CGCG 454-069           ;096.77895;-40.06968; 0.02295; 182.418;  91.209; 94.3;Z 454-069              ;NED;352.02011;+18.53119
345.9878380;+30.1601821;NGC 7473               ;096.86309;-27.21431; 0.02321; 236.320; 118.160; 95.3;NGC 7473               ;NED;345.98784;+30.16018
356.0880686;+09.9341075;NGC 7743               ;096.96386;-49.52513; 0.00570;  60.450;  30.225; 23.4;NGC 7743               ;NED;356.08807;+09.93411
338.5782544;+41.3205269;UGC 12086              ;097.01700;-14.54968; 0.01735; 111.234;  55.617; 71.3;UGC 12086              ;NED;338.57825;+41.32053
332.1140485;+48.4408333;UGC 11920              ;097.11770;-06.09093; 0.00368;  54.206;  27.103; 15.1;UGC 11920              ;NED;332.11405;+48.44083
337.5561607;+42.7906402;UGC 12057              ;097.14214;-12.89975; 0.01823; 149.132;  74.566; 74.8;UGC 12057              ;NED;337.55616;+42.79064
353.9141063;+15.3020720;NGC 7711               ;097.23799;-43.75655; 0.01353; 322.237; 161.119; 55.6;NGC 7711               ;NED;353.91411;+15.30207
353.6952728;+16.0757989;NGC 7703               ;097.39766;-42.96310; 0.01355; 120.006;  60.003; 55.6;NGC 7703               ;NED;353.69527;+16.07580
356.0655262;+10.7671002;NGC 7742               ;097.43283;-48.75038; 0.00555;  69.872;  34.936; 22.8;NGC 7742               ;NED;356.06553;+10.76710
003.6856857;-07.3451008;NGC 0050               ;097.51015;-68.38657; 0.01902; 793.644; 396.822; 78.1;NGC 0050               ;NED;003.68569;-07.34510
003.7819373;-07.1067412;NGC 0054               ;097.99479;-68.20270; 0.01780; 189.463;  94.732; 73.1;NGC 0054               ;NED;003.78194;-07.10674
009.3397033;-19.9342880;NGC 0171               ;098.04678;-82.11678; 0.01304; 226.018; 113.009; 53.6;NGC 0171               ;NED;009.33970;-19.93429
277.6655002;+67.9870294;NGC 6667               ;098.18013;+26.93251; 0.00861;  91.053;  45.527; 35.4;NGC 6667               ;NED;277.66550;+67.98703
344.0118562;+36.3614088;NGC 7426               ;098.34833;-20.94189; 0.01776; 605.301; 302.650; 72.9;NGC 7426               ;NED;344.01186;+36.36141
338.5988919;+43.8089999;UGC 12088              ;098.34944;-12.42503; 0.01836; 239.042; 119.521; 75.4;UGC 12088              ;NED;338.59889;+43.80900
244.0485163;+65.9687274;IC 1214                ;098.43680;+40.06210; 0.02339; 241.857; 120.929; 96.1;IC 1214                ;NED;244.04852;+65.96873
273.2301797;+68.3634357;NGC 6621               ;098.47195;+28.60361; 0.02065; 310.536; 155.268; 84.8;NGC 6621               ;NED;273.23018;+68.36344
354.6716890;+15.9546649;NGC 7722               ;098.51775;-43.44151; 0.01343; 342.827; 171.413; 55.1;NGC 7722               ;NED;354.67169;+15.95466
358.8292751;+05.9158432;NGC 7785               ;098.53835;-54.27634; 0.01270; 432.844; 216.422; 52.2;NGC 7785               ;NED;358.82927;+05.91584
344.6355360;+35.8024557;NGC 7440               ;098.55595;-21.66926; 0.01888; 145.615;  72.808; 77.5;NGC 7440               ;NED;344.63554;+35.80246
350.2286404;+25.8985980;NGC 7628               ;098.65163;-32.66980; 0.01390; 156.029;  78.014; 57.1;NGC 7628               ;NED;350.22864;+25.89860
341.8872239;+40.2388602;NGC 7379               ;098.71345;-16.73568; 0.01785; 292.193; 146.096; 73.3;NGC 7379               ;NED;341.88722;+40.23886
342.2666447;+40.0012176;UGC 12199              ;098.86189;-17.08279; 0.02245; 297.428; 148.714; 92.2;UGC 12199              ;NED;342.26664;+40.00122
358.3319448;+07.8709343;NGC 7778               ;098.97089;-52.27652; 0.01740; 274.117; 137.058; 71.5;NGC 7778               ;NED;358.33194;+07.87093
004.7110993;-08.4587803;MCG -02-01-050         ;098.97720;-69.80011; 0.02252; 248.411; 124.205; 92.5;MCG -02-01-050         ;NED;004.71110;-08.45878
358.3616127;+07.8756842;NGC 7779               ;099.01845;-52.28281; 0.01703; 319.683; 159.841; 69.9;NGC 7779               ;NED;358.36161;+07.87568
300.1764749;+66.2275684;NGC 6869               ;099.05054;+18.08984; 0.00914; 128.766;  64.383; 37.5;NGC 6869               ;NED;300.17647;+66.22757
348.0871650;+31.1256548;NGC 7512               ;099.16333;-27.13248; 0.02354; 362.454; 181.227; 96.7;NGC 7512               ;NED;348.08716;+31.12565
358.3840278;+08.1181546;NGC 7780               ;099.19571;-52.06494; 0.01719; 119.507;  59.753; 70.6;NGC 7780               ;NED;358.38403;+08.11815
197.8798120;+36.2818657;NGC 5014               ;099.20455;+79.90324; 0.00376;   8.212;   4.106; 15.4;NGC 5014               ;NED;197.87981;+36.28187
358.4745264;+07.9705759;NGC 7782               ;099.24494;-52.23493; 0.01794; 502.492; 251.246; 73.7;NGC 7782               ;NED;358.47453;+07.97058
346.5202033;+34.1077415;NGC 7485               ;099.24533;-23.87235; 0.01903; 274.411; 137.206; 78.2;NGC 7485               ;NED;346.52020;+34.10774
349.3905424;+29.0194661;UGC 12482              ;099.34170;-29.51645; 0.02325; 451.020; 225.510; 95.5;UGC 12482              ;NED;349.39054;+29.01947
216.6385882;+56.5825620;NGC 5631               ;099.52751;+56.01028; 0.00660; 121.250;  60.625; 27.1;NGC 5631               ;NED;216.63859;+56.58256
357.5796898;+10.7574128;UGC 12800              ;099.53073;-49.31719; 0.01794; 172.159;  86.079; 73.7;UGC 12800              ;NED;357.57969;+10.75741
353.3533930;+21.1300919;IC 5331                ;099.59009;-38.17952; 0.01910; 118.537;  59.269; 78.4;IC 5331                ;NED;353.35339;+21.13009
197.1019740;+35.2063487;NGC 4986               ;099.80713;+81.14641; 0.01608;  75.749;  37.874; 66.1;NGC 4986               ;NED;197.10197;+35.20635
349.2617994;+30.3351245;UGC 12476              ;099.83489;-28.26864; 0.02103; 327.932; 163.966; 86.4;UGC 12476              ;NED;349.26180;+30.33512
351.6999794;+25.6860156;UGC 12599              ;100.00234;-33.38941; 0.02231; 155.721;  77.861; 91.6;UGC 12599              ;NED;351.69998;+25.68602
218.0232845;+57.9213698;NGC 5678               ;100.04461;+54.50481; 0.00641; 148.993;  74.496; 26.3;NGC 5678               ;NED;218.02328;+57.92137
252.2647987;+68.7575210;UGC 10587              ;100.22824;+36.09460; 0.01510;  82.484;  41.242; 62.0;UGC 10587              ;NED;252.26480;+68.75752
344.9067769;+39.1459126;NGC 7449               ;100.35290;-18.77398; 0.01698; 209.296; 104.648; 69.7;NGC 7449               ;NED;344.90678;+39.14591
351.4527251;+27.0299407;NGC 7660               ;100.37266;-32.06345; 0.01899; 384.569; 192.285; 78.0;NGC 7660               ;NED;351.45272;+27.02994
304.9094646;+66.7283770;NGC 6911               ;100.45817;+16.67127; 0.00834; 140.970;  70.485; 34.3;NGC 6911               ;NED;304.90946;+66.72838
345.0595750;+39.2361372;UGC 12298              ;100.50712;-18.74498; 0.01898; 184.154;  92.077; 77.9;UGC 12298              ;NED;345.05957;+39.23614
358.0445267;+11.4703301;NGC 7774 NED01         ;100.56589;-48.81094; 0.02145; 432.674; 216.337; 88.1;                       ;NED;358.04453;+11.47033
350.6910823;+29.1378476;UGC 12566              ;100.59650;-29.85939; 0.01928; 149.740;  74.870; 79.2;UGC 12566              ;NED;350.69108;+29.13785
353.1210626;+23.9311031;UGC 12655              ;100.64892;-35.50109; 0.01727; 227.155; 113.577; 70.9;UGC 12655              ;NED;353.12106;+23.93110
345.6307101;+38.7144843;MRK 1128               ;100.69002;-19.40784; 0.01478;  85.698;  42.849; 60.7;MRK 1128               ;NED;345.63071;+38.71448
348.1077060;+34.8815468;NGC 7514               ;100.89811;-23.71875; 0.01615; 155.454;  77.727; 66.3;NGC 7514               ;NED;348.10771;+34.88155
351.3405959;+28.4952730;UGC 12591              ;100.91981;-30.67104; 0.02318; 964.666; 482.333; 95.2;UGC 12591              ;NED;351.34060;+28.49527
199.9075232;+40.3860446;NGC 5093               ;100.98620;+75.51785; 0.02386; 362.927; 181.463; 98.0;NGC 5093               ;NED;199.90752;+40.38604
000.2517372;+06.2420688;NGC 7802               ;101.00842;-54.46889; 0.01776; 210.778; 105.389; 72.9;NGC 7802               ;NED;000.25174;+06.24207
344.7310982;+40.9315428;UGC 12282              ;101.05140;-17.11115; 0.01699; 452.352; 226.176; 69.8;UGC 12282              ;NED;344.73110;+40.93154
313.7194280;+65.1591146;CGCG 325-004           ;101.22531;+12.82740; 0.00800;  22.922;  11.461; 32.8;Z 325-004              ;NED;313.71943;+65.15911
352.0535930;+27.6894903;UGC 12611              ;101.24754;-31.65403; 0.01697; 116.361;  58.180; 69.7;UGC 12611              ;NED;352.05359;+27.68949
353.9651462;+23.6187938;NGC 7712               ;101.39653;-36.07243; 0.01018;  42.503;  21.252; 41.8;NGC 7712               ;NED;353.96515;+23.61879
349.1801264;+33.9958501;UGC 12474              ;101.39810;-24.88453; 0.01707; 255.949; 127.974; 70.1;UGC 12474              ;NED;349.18013;+33.99585
004.2762306;-04.6103098;MCG -01-01-066         ;101.44352;-66.03928; 0.02027; 187.905;  93.952; 83.2;MCG -01-01-066         ;NED;004.27623;-04.61031
353.5065549;+24.9446675;NGC 7698               ;101.49926;-34.68475; 0.02344; 318.723; 159.362; 96.3;NGC 7698               ;NED;353.50655;+24.94467
354.9002321;+21.9161701;UGC 12725              ;101.65589;-37.96964; 0.02270; 187.377;  93.688; 93.2;UGC 12725              ;NED;354.90023;+21.91617
211.7972361;+55.0016138;NGC 5485               ;101.80309;+58.90953; 0.00667; 111.633;  55.816; 27.4;NGC 5485               ;NED;211.79724;+55.00161
001.1282772;+05.2002921;NGC 7820               ;101.85168;-55.73905; 0.01018;  95.769;  47.884; 41.8;NGC 7820               ;NED;001.12828;+05.20029
010.3630874;-21.0455915;NGC 0216               ;101.87013;-83.50502; 0.00515;  10.163;   5.081; 21.1;NGC 0216               ;NED;010.36309;-21.04559
211.1800677;+54.8925248;NGC 5473               ;102.26019;+59.19639; 0.00676; 133.482;  66.741; 27.8;NGC 5473               ;NED;211.18007;+54.89252
001.3652341;+05.2223472;NGC 7827               ;102.26179;-55.79329; 0.01766; 205.741; 102.870; 72.5;NGC 7827               ;NED;001.36523;+05.22235
352.2793436;+29.7751319;UGC 12625              ;102.34957;-29.78542; 0.01762; 147.368;  73.684; 72.3;UGC 12625              ;NED;352.27934;+29.77513
250.8340285;+70.6324937;NGC 6232               ;102.61644;+35.92271; 0.01480; 103.732;  51.866; 60.8;NGC 6232               ;NED;250.83403;+70.63249
317.3760422;+65.7834527;2MASX J21093029+6546599;102.71284;+12.06365; 0.00873;  22.106;  11.053; 35.9;2MASX J21093029+6546599;NED;317.37604;+65.78345
007.1644976;-11.6408138;IC 0019                ;102.77847;-73.61475; 0.02122; 146.595;  73.298; 87.1;IC 0019                ;NED;007.16450;-11.64081
001.3078603;+06.7720147;UGC 00036              ;103.00686;-54.30245; 0.02098; 246.380; 123.190; 86.2;UGC 00036              ;NED;001.30786;+06.77201
317.4036019;+66.1700051;UGC 11689              ;103.01707;+12.31087; 0.00963;  89.066;  44.533; 39.6;UGC 11689              ;NED;317.40360;+66.17000
001.2759570;+06.9201252;NGC 7824               ;103.03261;-54.15174; 0.02044; 416.862; 208.431; 83.9;NGC 7824               ;NED;001.27596;+06.92013
211.3016449;+55.7417750;NGC 5475               ;103.03724;+58.44526; 0.00572;  36.550;  18.275; 23.5;NGC 5475               ;NED;211.30164;+55.74177
353.1811745;+29.4607958;UGC 12657              ;103.06833;-30.35687; 0.01866; 250.352; 125.176; 76.6;UGC 12657              ;NED;353.18117;+29.46080
316.2803761;+66.7730923;UGC 11678              ;103.18405;+13.04449; 0.00835; 148.301;  74.151; 34.3;UGC 11678              ;NED;316.28038;+66.77309
219.8878864;+62.0028705;IC 1049                ;103.21277;+50.78467; 0.02244; 148.426;  74.213; 92.2;IC 1049                ;NED;219.88789;+62.00287
352.1462168;+32.4157705;NGC 7680               ;103.30228;-27.27831; 0.01712; 435.205; 217.602; 70.3;NGC 7680               ;NED;352.14622;+32.41577
241.1214536;+69.6657269;NGC 6079               ;103.35273;+39.30549; 0.02485; 423.097; 211.549;102.1;NGC 6079               ;NED;241.12145;+69.66573
009.4428222;-17.8495067;NGC 0179               ;103.46243;-80.20065; 0.01993; 218.865; 109.433; 81.9;NGC 0179               ;NED;009.44282;-17.84951
352.4728596;+32.0852050;CGCG 497-029           ;103.46251;-27.68498; 0.01625;  77.515;  38.758; 66.7;Z 497-029              ;NED;352.47286;+32.08520
210.1751155;+55.1643884;NGC 5422               ;103.49635;+59.27296; 0.00607;  74.252;  37.126; 24.9;NGC 5422               ;NED;210.17512;+55.16439
005.1746510;-04.4330608;MCG -01-02-005         ;103.68028;-66.14914; 0.02083; 170.818;  85.409; 85.6;MCG -01-02-005         ;NED;005.17465;-04.43306
352.4787757;+32.6497339;UGC 12629              ;103.68989;-27.15774; 0.01738; 102.834;  51.417; 71.4;UGC 12629              ;NED;352.47878;+32.64973
257.6033515;+72.3043556;NGC 6340               ;103.71663;+33.35541; 0.00400;  45.273;  22.636; 16.4;NGC 6340               ;NED;257.60335;+72.30436
210.5491089;+55.8139429;NGC 5443               ;103.79841;+58.60773; 0.00601;  56.301;  28.150; 24.7;NGC 5443               ;NED;210.54911;+55.81394
009.7649983;-18.6083131;NGC 0209               ;103.80557;-81.01692; 0.01311;  86.522;  43.261; 53.8;NGC 0209               ;NED;009.76500;-18.60831
